Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
NF,RDIF,33,Free Donbas,31,Free Donbass,29,ROSNEFT AERO,29,Bank of Russia,25
Store Film,Mostotrest,60,Mostotrest P,55,Almaz Antey,48,Mostotrest Mostotrest,45,Feodosia Enterprise of oil,44
Savchenko Dmitry Gennadevich,Chernomorneftegaz,40,Aktsionernoe Obshchestvo Genbank,40,The Great Don Army,39,Separate Artillery Brigade of the 1st Army Corps,39,Bank Otkritie Financial,39
Promgaz,Promsvyazbank,60,Chernomorneftegaz,50,Z Interautomatica,42,Lenpromtransproyekt,38,Z Interavtomatika IA,37
BLE GROUP,Oplot Battalion,42,VO TPE,40,Russia Bank,40,VEB RF,40,So called Luhansk Guard,38
Mineev Maxim Borisovich,Z Interavtomatika IA,42,SOVCOMBANK,42,Internet Research Agency,38,Mir Luganschine,37,Interavtomatika,37
Ltd Blyuzi Master,Smert Battalion,44,So called Luhansk Guard,40,So called Lugansk Guard,40,Sberbank Public Sberbank,39,Dobrolyot,38
Negadaev,Integral,50,ROSNEFT AERO,40,Resort Nizhnyaya Oreanda,38,Concern Almaz Antey,37,Zaliv Shipyard,36
Russian Avtomotoklub,Russia Bank,58,Bank of Russia,53,Russian Direct Investment Fund,52,Russian National Commercial Bank,50,Bank Rossiya,50
Gruzdeva Veronika Mikhailovna,Z Interavtomatika IA,45,Donetskaya Narodnaya Respublika,40,Donbass People s Militia,38,Donbas People s Militia,38,Luganskaya Narodnaya Respublika LNR,38
GBUK G Moscow MDT them N V Gogol,Mostotrest Mostotrest,38,Army of the South East,37,Stroygazmontazh Corporation SGM Group,35,Black Sea Bank for Development and Reconstruction,35,Black Sea Bank of Development and Reconstruction,35
Zubanov Kirill Mikhailovich,Azovsky likerovodochny zavod,44,So called Lugansk Guard,36,Z Interautomatica,36,Tactical Missiles,36,Luganskiy Ekonomicheskiy Soyuz,35
Volkov A M,O VO TPE,44,NEW EASTERN OUTLK,44,Oplot Battalion,40,Sovkombank,40,Svobodny Donbass,38
OMP Engineering,People s Union,41,Internet Research Agency,41,Mir Luganschine,40,Interavtomatika,40,Vneshekonombank,40
Ltd Garant Creation,Zarya Battalion,53,Sparta Battalion,51,Battalion Gvardeysky,51,The Great Don Army,49,Death Battalion,47
Serov Alexander Nikolaevich,So called Lugansk People s Republic,42,Federal State of Novorossiya,40,So called Donetsk People s Republic,39,Almaz Antey Defense,39,People s Union,39
KESA,Russia Bank,40,Bank Rossiya,38,IS Bank,36,Bank of Russia,33,Otkritie,33
M2 MEDIA,United Aircraft,35,CB IS Bank,33,RDIF,33,Free Donbas,32,Almaz Antey,32
Vaterink,VTB Bank,50,Sberbank,50,NEW EASTERN OUTLK,48,SOVCOMBANK,44,Sovkombank,44
AAA Favorit Motors,Mostotrest Mostotrest,51,Mostotrest,43,Vostok Battalion,41,Bank Otkritie Financial,39,Luganskaya Narodnaya Respublika LNR,38
Favorithof on Warsaw,Zarya Battalion,46,Free Donbas,45,Free Donbass,44,Svobodny Donbass,44,Sparta Battalion,44
Glasstrejd,Free Donbass,45,Mostotrest,40,Free Donbas,38,Almaz Antey,38,Rostec,38
ANO Center for judicial,Feodosia Enterprise of oil,49,Bank Otkritie Financial,48,Z Interautomatica,45,State enterprise Universal Avia,44,Crimean Republican Enterprise Azov Distillery Plant,43
COLLTREKING,Otkritie,42,Peace To Luhansk Region,41,People s Union,40,Oplot Battalion,38,Mostotrest,38
INVESTGRUPP,Integral,53,NEW EASTERN OUTLK,43,Russian Direct Investment Fund,39,Vostok Battalion,37,Mostotrest P,35
AI ES EM Systems,State enterprise Universal Avia,47,Mostotrest Mostotrest,43,Army of the South East,42,Army of the Southeast,38.095238095238095,Movement Novorossiya of Igor Strelkov,38
ILIUM,United Shipbuilding,33,Zaliv Shipyard,32,Otkritie,31,Integral,31,Smert Battalion,30
Ovan DPO Scajag,Bank of Russia,48,Bank Rossiya,44,Donbas People s Militia,42,Sberbank of Russia,42,Donbass People s Militia,41
Sulima Evgeny Vladimirovna,People s Union,40,Azovsky likerovodochny zavod,37,Black Sea Bank Development and Reconstruction,37,Sparkling Wine Plant Novy Svet,36,Federativnoye Gosudarstvo Novorossiya,35
Beak,Sberbank,67,Bulwark,55,Genbank,55,IS Bank,55,VTB Bank,50
AVTUYUS URAL,State enterprise Universal Avia,42,Kalmius Battalion,41,VTB Bank,40,Integral,40,Death Battalion,37
Intellectual Property Services,Internet Research Agency,52,ORIENTAL REVIEW,49,So called Lugansk People s Republic,46,VO Technopromexport,45,So called Donetsk People s Republic,43
Gray Mark Evgenievich,Internet Research Agency,40,Mir Luganschine,39,GEOPOLITICA,38,Peace To Luhansk Region,36,Resort Nizhnyaya Oreanda,36
Treviso,VO TPE,62,O VO TPE,53,Mostotrest,47,ORIENTAL REVIEW,45,Mostotrest P,42
Spectr,Rostec,50,TPE,44,USC,44,ROSNEFT AERO,44,Sberbank,43
TEKHNORESURS,VO Technopromexport,52,O VO Technopromexport,48,Mostotrest,45,Mostotrest P,42,Mostotrest Mostotrest,42
sphere car body,The Great Don Army,48,Sparta Battalion,45,Sberbank of Russia,42,People s Union,41,Internet Research Agency,41
UK Condos,Luhansk Economic Union,45,SOVCOMBANK,42,Donetsk Republic,40,Free Donbas,40,Vostok Battalion,40
TSBR SERVIS,VTB,43,Sberbank,42,Industrial Savings Bank,41,Sberbank Public Sberbank,40,Mostotrest,38
Fedosova Lyudmila Sergeevna,Industrialny Sberegatelny Bank,46,Donbas People s Militia,40,Sberbank of Russia,40,Donbass People s Militia,39,Sberbank Public Sberbank,39
Standard,Death Battalion,43,Battalion Gvardeysky,43,Zarya Battalion,43,Sparta Battalion,42,Cossack National Guard,40
ANO CSE GARANT,Peace To Luhansk Region,49,Smert Battalion,48,Sparta Battalion,47,Sberbank Public Sberbank,47,ROSNEFT AERO,46
Dyakonov Georgy,Federal State of Novorossiya,42,Smert Battalion,40,Battalion Gvardeysky,40,Svobodny Donbass,39,Cossack National Guard,38
Cardinal Studio,Narodny Soyuz,50,Cossack National Guard,49,ORIENTAL REVIEW,47,Vostok Battalion,45,Tactical Missiles,44
Motorsport Promothen,Mostotrest Mostotrest,59,Mostotrest P,56,Mostotrest,47,Stroygazmontazh Corporation SGM Group,46,Stroygazmontazh Most SGM MOST,45
GDPR ODETA,Dobrolet,56,GEOPOLITICA,48,ROSNEFT AERO,45,Dobrolyot,42,Prizrak Brigade,40
RUVAL,UAC,50,Integral,46,Russia Bank,38,VEB RF,36,Promsvyazbank,33
ATK GRUPP,Russia Bank,50,Bank of Russia,43,Donetsk Republic,40,Bank Rossiya,38,IS Bank,38
EVILINE,Mir Luganschine,45,Integral,40,United Shipbuilding,38,Death Battalion,36,Smert Battalion,36
Pure Service,VO TPE,44,ROSNEFT AERO,42,O VO TPE,40,USC,40,Sberbank Public Sberbank,39
ANCOR INDUSTRIAL SOLUTIONS,Industrial Savings Bank,73,Industrialny Sberegatelny Bank,61,Russian National Commercial Bank,48,Gas Industry Insurance Company SOGAZ,48,Kalmius Battalion,47
Kholibri,Somali Battalion,42,GEOPOLITICA,42,Otkritie,38,Prizrak Brigade,35,VTB Bank Public,35
Syes,Mostotrest,43,Rostec,40,Mostotrest P,38,ZELENODOLSK SHYARD,36,Sberbank,33
Elevole Engineer,People s Union,53,ZELENODOLSK SHYARD,41,Mir Luganschine,39,Peace To Luhansk Region,36,ROSNEFT AERO,36
Autobomsk,Sobol,43,Interavtomatika,42,SOVCOMBANK,42,Sovkombank,42,Somali Battalion,40
Axiom Project,Oplot Battalion,50,Dobrolet,48,Sparta Battalion,48,VO Technopromexport,44,Death Battalion,43
SK Design Retail,NEW EASTERN OUTLK,48,Donetsk Republic,44,Tactical Missiles,42,Integral,42,The Great Don Army,41
SK DESIGN LOGISTIKS,Donbas People s Militia,43,So called Lugansk Guard,43,Fedosia Oil Products Supply,43,Donbass People s Militia,42,Mostotrest Mostotrest,40
chernobon Konstantin Vladimirovich,Chernomorneftegaz,39,VO Technopromexport,38,VAD Aktsionernoe Obshchestvo VAD,36,O VO Technopromexport,36,Federal State of Novorossiya,35
AVTO TRADE SUG,Army of the South East,50,VO TPE,50,Mostotrest,50,Sparta Battalion,47,Army of the Southeast,46
Neverova Tatyana Alekseevna,VAD Aktsionernoe Obshchestvo VAD,37,Federal State of Novorossiya,36,Peace To Luhansk Region,36,Bank Rossiya,36,Tactical Missiles,36
Sanatorium Rodina,Narodny Soyuz,53,Bank Rossiya,48,Sberbank of Russia,46,Bank of Russia,45,Bank Otkritie Financial,45
South New Century,NEW EASTERN OUTLK,59,Army of the South East,51,Army of the Southeast,47,Narodny Soyuz,47,The Great Don Army,46
Design Bureau Aksiom,Death Battalion,46,Donetsk Republic,44,Somali Battalion,44,Industrialny Sberegatelny Bank,44,The Great Don Army,42
Ji Kom,IS Bank,46,CB IS Bank,38,Sovkombank,38,Somali Battalion,36,Kalmius Battalion,35
STREAM INZHINIRING,United Shipbuilding,49,First Crimean Insurance,44,Sparkling Wine Plant Novy Svet,42,Prizrak Battalion Ghost Brigade,41,Industrial Savings Bank,39
Remedtal,Free Donbas,53,Free Donbass,50,Smert Battalion,43,ORIENTAL REVIEW,43,Dobrolet,38
Ay Teko,O VO TPE,53,VO TPE,46,Zarya Battalion,45,Almaz Antey,44,Army of the Southeast,43
Maria Home,Tactical Missiles,44,Bank of Russia,42,25 January Committee,40,Mir Luganschine,40,Prizrak Brigade,40
Automaster,Z Interautomatica,52,Rostec,50,Smert Battalion,48,Almaz Antey,48,Interavtomatika,48
Ivanov Alexander Sergeevich,Internet Research Agency,43,Federal State of Novorossiya,40,Separate Artillery Brigade of the 1st Army Corps,40,So called Donetsk People s Republic,39,Almaz Antey Defense,39
Sapphire,Zaliv Shipyard,36,TPE,36,Mir Luganschine,35,Prizrak Brigade,35,United Aircraft,35
Center for Legal Support,State Enterprise Sevastopol Commercial Seaport,46,Federal United Enterprise Crimea Railway,44,So called Lugansk Guard,43,VO Technopromexport,42,People s Union,42
Ananiev Ruslan Vladilevich,Internet Research Agency,40,Battalion Gvardeysky,39,Sparkling Wine Plant Novy Svet,39,Donetsk Republic,38,Russian National Commercial Bank,38
Crocus International,Cossack National Guard,57,Z Interautomatica,54,Interavtomatika,51,Z Interavtomatika IA,50,Integral,50
Softprom Innovation,Somali Battalion,51,Smert Battalion,47,Oplot Battalion,47,Sparta Battalion,46,Vostok Battalion,46
VIRITEKHNOLOGY,VO Technopromexport,42,O VO Technopromexport,40,State enterprise Universal Avia,36,United Shipbuilding,36,Otkritie,36
Prana,Sberbank,46,Promsvyazbank,44,UralVagonZavod,42,Prizrak Brigade,40,Sparta Battalion,38
Berin Iglesias Holding,United Shipbuilding,49,Sberbank of Russia,40,Luganskaya Narodnaya Respublika LNR,39,People s Union,39,Internet Research Agency,39
Deos Group,Free Donbas,48,Donetsk Republic,46,Free Donbass,45,ROSNEFT AERO,45,Dobrolet,44
Carlson,Zarya Battalion,45,Sparta Battalion,43,Kalmius Battalion,42,ROSNEFT AERO,42,So called Luhansk Guard,40
Martynova Yana Borisovna,Federativnoye Gosudarstvo Novorossiya,43,Movement Novorossiya of Igor Strelkov,43,Movement Novorossiya of Ignor Strelkov,42,Zarya Battalion,41,Sparta Battalion,40
LONGLEYFAVTO,ROSNEFT AERO,50,UralVagonZavod,46,Death Battalion,44,Interavtomatika,44,Vostok Battalion,43
Chateau Vain Market,Sparta Battalion,46,Sparkling Wine Plant Novy Svet,45,The Great Don Army,43,First Crimean Insurance,43,Battalion Gvardeysky,41
Karat Russ Media,Bank of Russia,53,Bank Rossiya,50,Sberbank of Russia,47,Russian National Commercial Bank,46,United Aircraft,45
Tsarsky House,Army of the Southeast,47,Army of the South East,46,Narodny Soyuz,46,Battalion Gvardeysky,42,Bulwark,40
IKEKL General,Integral,57,Genbank,50,ORIENTAL REVIEW,50,Interavtomatika,43,The Great Don Army,39
Ochu Specialist ru,Bank of Russia,44,Sberbank of Russia,44,Sparkling Wine Plant Novy Svet,42,Army of the Southeast,41,Russia Bank,41
Ochu Specialist,Army of the Southeast,44,Army of the South East,43,United Shipbuilding,41,Sparkling Wine Plant Novy Svet,40,Sparta Battalion,39
Kochakov Filatov Victor Alexand,Oplot Battalion,39,Kalmius Battalion,38,Somali Battalion,38,The Berkatit Tommot Yakutsk Railway Line s Construction Directorate,37,Research and Production Corporation UralVagonZavod,37
Mokhov Alexey Vyacheslavovich,VAD Aktsionernoe Obshchestvo VAD,43,Azovsky likerovodochny zavod,39,Aktsionernoe Obshchestvo Genbank,39,So called Donetsk People s Republic,38,Army of the Southeast,36
UFK in Moscow RSU OIL AND GAS,Russian National Commercial Bank,43,Gas Industry Insurance Company SOGAZ,43,Mir Luganschine,41,Research and Production Corporation UralVagonZavod,41,Prizrak Battalion Ghost Brigade,40
DATEKS SOFTVER,Free Donbas,48,Army of the Southeast,46,Free Donbass,46,Mostotrest Mostotrest,46,Army of the South East,44
MILL RU,Mir Luganschine,36,Russian National Commercial Bank,36,ORIENTAL REVIEW,36,Luhansk Economic Union,34,Donbas People s Militia,33
Asmersaev Sergey Igorevich,Movement Novorossiya of Ignor Strelkov,41,Movement Novorossiya of Igor Strelkov,41,Peace To Luhansk Region,41,Internet Research Agency,40,Separate Artillery Brigade of the 1st Army Corps,38
Biko Regions,Peace To Luhansk Region,46,Bank of Russia,46,Free Donbas,43,Svobodny Donbass,43,Russia Bank,43
Rolf branch Star Star,Army of the Southeast,52,Bank Rossiya,48,Army of the South East,47,Federal State of Novorossiya,45,Industrial Savings Bank,45
Oleinik Valery Petrovna,Azovsky likerovodochny zavod,43,Donbass People s Militia,43,Donbas People s Militia,43,ROSNEFT AERO,40,O VO TPE,39
Turbomechanika,Interavtomatika,55,Z Interavtomatika IA,47,VTB Bank,45,Sberbank,45,Promsvyazbank,44
AVTODIZEL,Death Battalion,42,Interavtomatika,42,Z Interavtomatika IA,41,VO TPE,40,Z Interautomatica,38
Di Pi Ji,Feodosia Enterprise of oil,41,Prizrak Brigade,35,Fedosia Oil Products Supply,34,RDIF,33,Donbas People s Militia,32
Gurkin Vyacheslav Anatolyevich,Concern Almaz Antey,45,Almaz Antey,39,So called Luhansk Guard,38,So called Lugansk Guard,38,Almaz Antey Defense,37
Lobanov Mikhail Glebovich,SOVCOMBANK,46,Azovsky likerovodochny zavod,42,Sovkombank,40,Luhansk Economic Union,38,Genbank,38
Transport,Lenpromtransproyekt,57,Sparta Battalion,56,Smert Battalion,50,Oplot Battalion,50,VO Technopromexport,43
Sattors Sattors Svobirovich,Mostotrest Mostotrest,46,Institute Giprostroymost Saint Petersburg,44,Prizrak Battalion Ghost Battalion,40,Death Battalion,38,State Enterprise Sparkling Wine Plant Novy Svet,38
Alekseev Vitaly Sergeevich,ORIENTAL REVIEW,44,State Enterprise Sevastopol Commercial Seaport,39,VAD Aktsionernoe Obshchestvo VAD,38,Azovsky likerovodochny zavod,37,Kalmius Battalion,37
Samokhin Sergey Nikolaevich,Sparkling Wine Plant Novy Svet,49,Sberbank Public Sberbank,43,Industrialny Sberegatelny Bank,42,State Enterprise Sparkling Wine Plant Novy Svet,41,Cossack National Guard,37
EYRBARTER,Sberbank,47,Smert Battalion,42,Free Donbas,40,Rostec,40,Free Donbass,38
FEDOSKINA DELETE,Feodosia Enterprise of oil,52,Fedosia Oil Products Supply,47,ZELENODOLSK SHYARD,47,Dobrolet,42,NEW EASTERN OUTLK,42
Vlasenko Kirill Igorevich,So called Lugansk People s Republic,40,Prizrak Brigade,40,VTB Bank Public,40,ORIENTAL REVIEW,40,Movement Novorossiya of Igor Strelkov,39
Loggik Stars,ZELENODOLSK SHYARD,47,Zaliv Shipyard,46,Mostotrest,45,Sparta Battalion,43,Mostotrest P,42
NEZMEEVA Anna Fedorovna,Internet Research Agency,43,Free Donbas,41,Free Donbass,40,ROSNEFT AERO,40,The Great Don Army,39
STROYTEKH,Otkritie,47,NEW EASTERN OUTLK,46,Rostec,44.44444444444444,Dobrolyot,44,Lenpromtransproyekt,43
TPK VEREND,VO TPE,50,TPE,46,O VO TPE,44,Donetsk Republic,38,VEB RF,38
F Franceli,First Crimean Insurance,42,Mir Luganschine,40,CB IS Bank,40,VTB Bank Public,40,Donetsk Republic,38
FARTRON TRADE,Death Battalion,50,Zarya Battalion,50,Battalion Gvardeysky,48,The Great Don Army,45,Prizrak Battalion Ghost Brigade,45
AHS,IS Bank,40,UAC,33,USC,33,CB IS Bank,31,Free Donbas,29
AuroraAvto Belgorod,United Aircraft,47,The Great Don Army,43,Resort Nizhnyaya Oreanda,42,UralVagonZavod,42,Zarya Battalion,41
OBIT,Dobrolet,50,Otkritie,50,Dobrolyot,46,Sobol,44,VO TPE,40
Chow DPO 1C Education,Luhansk Economic Union,42,Peace To Luhansk Region,41,People s Union,40,Death Battalion,39,Oplot Battalion,39
Security company AKS Gard NN,Gas Industry Insurance Company SOGAZ,50,Cossack National Guard,44,Almaz Antey Defense,43,So called Luhansk Guard,43,So called Lugansk Guard,43
Toropov Sergey Viktorovich,GEOPOLITICA,49,Azovsky likerovodochny zavod,44,Industrialny Sberegatelny Bank,39,Army of the South East,38,Donbas People s Militia,37
satellite car,GEOPOLITICA,50,Zaliv Shipyard,44,Bank Otkritie Financial,44,United Aircraft,43,Almaz Antey,42
Oddovnov Gleb Alexandrovich,ROSNEFT AERO,41,Azovsky likerovodochny zavod,40,So called Donetsk People s Republic,39,Concern Almaz Antey,35,So called Lugansk People s Republic,35
Anchor Consulting,Luhansk Economic Union,46,Black Sea Bank for Development and Reconstruction,42,Black Sea Bank Development and Reconstruction,42,Chernomorneftegaz,41,Dobrolet,40
Global Realti,Death Battalion,50,Free Donbas,50,Oplot Battalion,50,ORIENTAL REVIEW,50,Dobrolet,48
ERMI,RDIF,50,Interavtomatika,42,VEB RF,40,Z Interautomatica,38,Z Interavtomatika IA,33
Bryansk Regional College,Peace To Luhansk Region,60,Bank of Russia,53,Russian National Commercial Bank,50,CB IS Bank,47,Bank Otkritie Financial,47
Company ARENA,Almaz Antey,50,Almaz Antey Defense,44,Peace To Luhansk Region,44,Lenpromtransproyekt,44,Vneshekonombank,43
Timfoy,RDIF,40,Zarya Battalion,38,VO TPE,33,Battalion Gvardeysky,31,Death Battalion,29
SKS Treding,Donetsk Republic,44,Vostok Battalion,44,Free Donbass,43,Kalmius Battalion,43,Peace To Luhansk Region,41
TET,TPE,67,Mostotrest,46,VO TPE,44,Rostec,44,Mostotrest P,40
MONOLIT ISTAYT,GEOPOLITICA,56,Oplot Battalion,48,United Aircraft,48,Somali Battalion,47,Mostotrest Mostotrest,46
DENERARAER,ROSNEFT AERO,45,Concern Almaz Antey,41,Lenpromtransproyekt,41,Interavtomatika,40,Feodosia Enterprise of oil,39
STO Zhukova,Sovkombank,48,Resort Nizhnyaya Oreanda,40,Sobol,38,Zarya Battalion,38,Vneshekonombank,38
Hermes,Chernomorneftegaz,43,Mostotrest,38,Free Donbas,35,The Great Don Army,33,Free Donbass,33
PARUS,Russia Bank,50,USC,50,Bank of Russia,42,Rostec,36,Bank Rossiya,35
City22,25 January Committee,31,United Aircraft,29,Otkritie,29,Integral,29,Unit 08806,25
Veles Pris,People s Union,50,VEB RF,50,ZELENODOLSK SHYARD,43,ORIENTAL REVIEW,40,Feodosia Enterprise of oil,39
NPO Bavilon,Oplot Battalion,62,Somali Battalion,52,Sparta Battalion,52,Vostok Battalion,52,Death Battalion,46
SBSB Klychavto British,Donbas People s Militia,36,Donbass People s Militia,35,Sberbank Public Sberbank,35,Sberbank of Russia,35,Federativnoye Gosudarstvo Novorossiya,34
Pinky Yuri Yuryevich,ORIENTAL REVIEW,40,Industrial Savings Bank,37,Resort Nizhnyaya Oreanda,36,United Shipbuilding,36,Prizrak Brigade,34
SZ RKS Bulanikovo,Bank of Russia,58,Russia Bank,57,Bank Rossiya,55,CB IS Bank,52,Bulwark,50
Kachkovenko Anna Vladimirovna,VAD Aktsionernoe Obshchestvo VAD,46,Mir Luganschine,41,Cossack National Guard,39,O VO Technopromexport,36,Black Sea Bank for Development and Reconstruction,36
Alliance North Grupp,The Great Don Army,42,Peace To Luhansk Region,42,Stroygazmontazh Corporation SGM Group,42,Concern Almaz Antey,41,Smert Battalion,40
Art Grupp,United Aircraft,42,558 Aircraft Repair Plant,41,Russia Bank,40,Fedosia Oil Products Supply,39,Mostotrest P,38
FSUE Slavpid at the Russian Foreign Ministry,Russian Direct Investment Fund,46,Industrial Savings Bank,42,Gas Industry Insurance Company SOGAZ,42,Movement Novorossiya of Ignor Strelkov,41,Crimean Republican Enterprise Azov Distillery Plant,40
Savinova Olga Nikolaevna,Resort Nizhnyaya Oreanda,42,Sovkombank,41,Russia Bank,40,Donbass People s Militia,38,Donbas People s Militia,38
Arno,Narodny Soyuz,47,Rostec,40,Bank Rossiya,38,NEW EASTERN OUTLK,38,ROSNEFT AERO,38
TFN,VTB Bank,36,TPE,33.333333333333336,VTB,33,Free Donbas,29,RDIF,29
calls Ilya Alekseevich,Kalmius Battalion,41,Tactical Missiles,41,Almaz Antey Defense,39,Luganskiy Ekonomicheskiy Soyuz,38,Feodosia Enterprise of oil,38
Caesar Systems,Army of the Southeast,40,Almaz Antey,40,Mostotrest Mostotrest,40,Rostec,40,So called Luhansk Guard,38
LR Techno Studio,Luhansk Economic Union,53,People s Union,47,VO Technopromexport,46,Rostec,45,O VO Technopromexport,43
PRODVTEKT MANAGEMENT training,Russian Direct Investment Fund,44,Federal United Enterprise Crimea Railway,43,Internet Research Agency,42,State enterprise Universal Avia,40,ROSNEFT AERO,39
Lexema,Vneshekonombank,38,Free Donbas,35,Almaz Antey,35,Free Donbass,33,Bulwark,31
Laboratory of Judicial,Bank of Russia,44,Army of the Southeast,42,Army of the South East,41,Sberbank of Russia,40.90909090909091,Federal State of Novorossiya,40
Production,People s Union,50,Oplot Battalion,48,Sparta Battalion,46,RDIF,43,Death Battalion,40
Mechanization of Engineering,Cossack National Guard,44,Prizrak Battalion Ghost Brigade,44,Russian National Commercial Bank,43,Internet Research Agency,42,State Enterprise Magarach of the National Institute of Wine,41
EPAM SISEMZ,IS Bank,44,First Crimean Insurance,41,People s Union,40,Army of the Southeast,38,CB IS Bank,38
Ooo Avalon,Oplot Battalion,64,Vostok Battalion,62,Somali Battalion,54,Death Battalion,48,Smert Battalion,48
Savelovsky OSP GUFSSP Russia in,Bank of Russia,53,Sberbank of Russia,53,Movement Novorossiya of Igor Strelkov,47,Movement Novorossiya of Ignor Strelkov,46,Federal State of Novorossiya,44
Company SERVICE LIFE,First Crimean Insurance,51,Almaz Antey Defense,46,Internet Research Agency,45,Gas Industry Insurance Company SOGAZ,43,People s Union,41
Buy Salon,CB IS Bank,53,VTB Bank,47,UralVagonZavod,43,Death Battalion,42,Smert Battalion,42
Remko Concept,Donetsk Republic,48,VO Technopromexport,44,ORIENTAL REVIEW,43,Free Donbas,42,O VO Technopromexport,41
SPEYSTEL,Rostec,43,Tactical Missiles,40,NEW EASTERN OUTLK,40,ROSNEFT AERO,40,Integral,38
Property Management Fund,Russian Direct Investment Fund,48,Black Sea Bank Development and Reconstruction,43,Concern Almaz Antey,42,People s Union,42,Black Sea Bank of Development and Reconstruction,42
AMOS,Mostotrest,43,Rostec,40,Mostotrest P,38,Bank Rossiya,38,ROSNEFT AERO,38
Interregional Transittelecom,Federal United Enterprise Crimea Railway,47,State Enterprise Magarach of the National Institute of Wine,46,Peace To Luhansk Region,43,State Enterprise Sparkling Wine Plant Novy Svet,43,Industrial Savings Bank,43
Spring Security Systems,Sparkling Wine Plant Novy Svet,49,State Enterprise Sparkling Wine Plant Novy Svet,43,United Shipbuilding,43,First Crimean Insurance,39,Industrial Savings Bank,39
AVS DESIGN,Free Donbas,38,Svobodny Donbass,38,Luhansk Economic Union,38,VO TPE,38,Russia Bank,38
Deloit Consulting,United Shipbuilding,50,Donbas People s Militia,45,Black Sea Bank Development and Reconstruction,45,Donbass People s Militia,44,Sparkling Wine Plant Novy Svet,43
Atol online,Somali Battalion,52,ROSNEFT AERO,52,Kalmius Battalion,50,Death Battalion,46,Smert Battalion,46
SK YUSP,Russia Bank,44,IS Bank,43,USC,40,Sberbank of Russia,40,Bank of Russia,38
Maer Group,NEW EASTERN OUTLK,44,Smert Battalion,40,Stroygazmontazh Corporation SGM Group,38,Rostec,38,VEB RF,38
Quality,Almaz Antey,44,UAC,40,Zaliv Shipyard,38,Death Battalion,36,Smert Battalion,36
Zhilina I V,Zaliv Shipyard,40,Z Interavtomatika IA,39,Z Interautomatica,36,Tactical Missiles,36,First Crimean Insurance,35
Sabitov Dmitry Aleksandrovich,Luganskiy Ekonomicheskiy Soyuz,44,Azovsky likerovodochny zavod,42,Mir Luganschine,41,Federal State of Novorossiya,39,Black Sea Bank of Development and Reconstruction,39
TIS,IS Bank,40,Otkritie,36,TPE,33.333333333333336,Smert Battalion,33,USC,33
Vecture,VEB RF,46,VO TPE,42.85714285714286,Peace To Luhansk Region,40,VTB,40,ORIENTAL REVIEW,36
ANO Right case,Bank of Russia,50,Peace To Luhansk Region,49,Bank Otkritie Financial,49,Smert Battalion,48,Prizrak Brigade,48
Makhlaid Ilya Aleksandrovich,Mir Luganschine,42,So called Lugansk People s Republic,41,Azovsky likerovodochny zavod,39,Luganskiy Ekonomicheskiy Soyuz,38,Black Sea Bank Development and Reconstruction,38
UFK in St Petersburg,Institute Giprostroymost Saint Petersburg,52,State enterprise Universal Avia,43,People s Union,41,Interavtomatika,40,Feodosia Enterprise of oil,39
Test,TPE,57,Mostotrest,57,Mostotrest P,50,VO TPE,40,Rostec,40
MK Project,Rostec,50,Dobrolet,44,VO Technopromexport,41,Mostotrest,40,VTB Bank Public,40
Klekov D B,Free Donbas,38,Free Donbass,36,ZELENODOLSK SHYARD,36,Dobrolet,33,Zaliv Shipyard,33
BIEM GROUP,Integral,44,Oplot Battalion,40,Prizrak Brigade,40,VO TPE,38,VEB RF,38
PRUFIKS,Russia Bank,44,USC,40,Prizrak Brigade,36,RDIF,36,Sberbank of Russia,32
Kvant Engineering,Luhansk Economic Union,46,Interavtomatika,44,Internet Research Agency,44,Chernomorneftegaz,41,Integral,40
ELITLYT,GEOPOLITICA,44,Dobrolyot,38,Somali Battalion,35,ZELENODOLSK SHYARD,32,Concern Almaz Antey,31
Cinema Pioner,Concern Almaz Antey,50,Mir Luganschine,50,Death Battalion,43,Smert Battalion,43,Prizrak Brigade,43
Service 197,ORIENTAL REVIEW,38,Rostec,35,Sberbank Public Sberbank,34,O VO TPE,32,Z Interavtomatika IA,32
chitiri Viola Aleksandrovna,Azovsky likerovodochny zavod,40,Industrial Savings Bank,40,Mir Luganschine,38,State Enterprise Sevastopol Commercial Seaport,36,VO Technopromexport,35
Dmitrovka,Integral,47,Sovkombank,42,Lenpromtransproyekt,36,Promsvyazbank,36,Dobrolet,35
Point Support Prometrosvetrosvet,Lenpromtransproyekt,47,Fedosia Oil Products Supply,44,O VO Technopromexport,42,VO Technopromexport,39,Movement Novorossiya of Igor Strelkov,38
ALSTROY INZHINIRING,Resort Nizhnyaya Oreanda,42,Mir Luganschine,41,Stroygazmontazh Corporation SGM Group,39,Narodny Soyuz,38,Stroygazmontazh Most SGM MOST,38
BERX,Sberbank,50,VEB RF,40,Bulwark,36,Dobrolet,33,Integral,33
Garazhi,Integral,40,Zaliv Shipyard,38,Mir Luganschine,36,Prizrak Brigade,36,Zarya Battalion,36
BIG JACK,CB IS Bank,56,Prizrak Brigade,52,IS Bank,50.0,VTB Bank,50,Bulwark,40
Action Brothers,Death Battalion,53,Smert Battalion,53,Oplot Battalion,53,Sparta Battalion,52,Vostok Battalion,52
