,Supp Name,Score,Supplier Name,Sanctioned and Country Code,Sanctioned Name,Country Code
0,"('LLC ""OO"" AVO-M ""', ('HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE', 'AFG0001'))",13.0,"LLC ""OO"" AVO-M ""","('HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE', 'AFG0001')",HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE,AFG0001
1,"('LLC ""OO"" AVO-M ""', ('Haji Alim Hawala', 'AFG0001'))",29.0,"LLC ""OO"" AVO-M ""","('Haji Alim Hawala', 'AFG0001')",Haji Alim Hawala,AFG0001
2,"('LLC ""OO"" AVO-M ""', ('Haji Hakim Hawala', 'AFG0001'))",27.0,"LLC ""OO"" AVO-M ""","('Haji Hakim Hawala', 'AFG0001')",Haji Hakim Hawala,AFG0001
3,"('LLC ""OO"" AVO-M ""', ('Haji Khair Ullah Money Service', 'AFG0001'))",17.0,"LLC ""OO"" AVO-M ""","('Haji Khair Ullah Money Service', 'AFG0001')",Haji Khair Ullah Money Service,AFG0001
4,"('LLC ""OO"" AVO-M ""', ('Haji Khairullah and Abdul Sattar and Company', 'AFG0001'))",11.0,"LLC ""OO"" AVO-M ""","('Haji Khairullah and Abdul Sattar and Company', 'AFG0001')",Haji Khairullah and Abdul Sattar and Company,AFG0001
5,"('LLC ""OO"" AVO-M ""', ('Haji Khairullah Money Exchange', 'AFG0001'))",17.0,"LLC ""OO"" AVO-M ""","('Haji Khairullah Money Exchange', 'AFG0001')",Haji Khairullah Money Exchange,AFG0001
6,"('LLC ""OO"" AVO-M ""', ('Haji Khairullah-Haji Sattar Sarafi', 'AFG0001'))",10.0,"LLC ""OO"" AVO-M ""","('Haji Khairullah-Haji Sattar Sarafi', 'AFG0001')",Haji Khairullah-Haji Sattar Sarafi,AFG0001
7,"('LLC ""OO"" AVO-M ""', ('Haji Salam Hawala', 'AFG0001'))",27.0,"LLC ""OO"" AVO-M ""","('Haji Salam Hawala', 'AFG0001')",Haji Salam Hawala,AFG0001
8,"('LLC ""OO"" AVO-M ""', ('Sarafi-yi Haji Khairullah Haji Satar Haji Esmatullah', 'AFG0001'))",11.0,"LLC ""OO"" AVO-M ""","('Sarafi-yi Haji Khairullah Haji Satar Haji Esmatullah', 'AFG0001')",Sarafi-yi Haji Khairullah Haji Satar Haji Esmatullah,AFG0001
9,"('LLC ""OO"" AVO-M ""', ('ROSHAN MONEY EXCHANGE', 'AFG0002'))",23.0,"LLC ""OO"" AVO-M ""","('ROSHAN MONEY EXCHANGE', 'AFG0002')",ROSHAN MONEY EXCHANGE,AFG0002
10,"('LLC ""OO"" AVO-M ""', ('Haji Ahmad Shah Hawala', 'AFG0002'))",22.0,"LLC ""OO"" AVO-M ""","('Haji Ahmad Shah Hawala', 'AFG0002')",Haji Ahmad Shah Hawala,AFG0002
11,"('LLC ""OO"" AVO-M ""', ('Maulawi Ahmed Shah Hawala', 'AFG0002'))",20.0,"LLC ""OO"" AVO-M ""","('Maulawi Ahmed Shah Hawala', 'AFG0002')",Maulawi Ahmed Shah Hawala,AFG0002
12,"('LLC ""OO"" AVO-M ""', ('Mullah Ahmed Shah Hawala', 'AFG0002'))",21.0,"LLC ""OO"" AVO-M ""","('Mullah Ahmed Shah Hawala', 'AFG0002')",Mullah Ahmed Shah Hawala,AFG0002
13,"('LLC ""OO"" AVO-M ""', ('Roshan Sarafi', 'AFG0002'))",22.0,"LLC ""OO"" AVO-M ""","('Roshan Sarafi', 'AFG0002')",Roshan Sarafi,AFG0002
14,"('LLC ""OO"" AVO-M ""', ('Roshan Shirkat', 'AFG0002'))",21.0,"LLC ""OO"" AVO-M ""","('Roshan Shirkat', 'AFG0002')",Roshan Shirkat,AFG0002
15,"('LLC ""OO"" AVO-M ""', ('Roshan Trading Company', 'AFG0002'))",21.0,"LLC ""OO"" AVO-M ""","('Roshan Trading Company', 'AFG0002')",Roshan Trading Company,AFG0002
16,"('LLC ""OO"" AVO-M ""', ('Rushaan Trading Company', 'AFG0002'))",20.0,"LLC ""OO"" AVO-M ""","('Rushaan Trading Company', 'AFG0002')",Rushaan Trading Company,AFG0002
17,"('LLC ""OO"" AVO-M ""', ('HAQQANI NETWORK (HQN)', 'AFG0003'))",25.0,"LLC ""OO"" AVO-M ""","('HAQQANI NETWORK (HQN)', 'AFG0003')",HAQQANI NETWORK (HQN),AFG0003
18,"('LLC ""OO"" AVO-M ""', ('RAHAT LTD.', 'AFG0004'))",20.0,"LLC ""OO"" AVO-M ""","('RAHAT LTD.', 'AFG0004')",RAHAT LTD.,AFG0004
19,"('LLC ""OO"" AVO-M ""', ('Haji Muhammad Qasim Sarafi', 'AFG0004'))",19.0,"LLC ""OO"" AVO-M ""","('Haji Muhammad Qasim Sarafi', 'AFG0004')",Haji Muhammad Qasim Sarafi,AFG0004
20,"('LLC ""OO"" AVO-M ""', ('Musa Kalim Hawala', 'AFG0004'))",27.0,"LLC ""OO"" AVO-M ""","('Musa Kalim Hawala', 'AFG0004')",Musa Kalim Hawala,AFG0004
21,"('LLC ""OO"" AVO-M ""', ('New Chagai Trading', 'AFG0004'))",17.0,"LLC ""OO"" AVO-M ""","('New Chagai Trading', 'AFG0004')",New Chagai Trading,AFG0004
22,"('LLC ""OO"" AVO-M ""', ('Rahat Trading Company', 'AFG0004'))",22.0,"LLC ""OO"" AVO-M ""","('Rahat Trading Company', 'AFG0004')",Rahat Trading Company,AFG0004
23,"('LLC ""OO"" AVO-M ""', ('HAJI BASIR AND ZARJMIL COMPANY HAWALA', 'AFG0005'))",19.0,"LLC ""OO"" AVO-M ""","('HAJI BASIR AND ZARJMIL COMPANY HAWALA', 'AFG0005')",HAJI BASIR AND ZARJMIL COMPANY HAWALA,AFG0005
24,"('LLC ""OO"" AVO-M ""', ('Haji Abdul Basir and Zar Jameel Hawala', 'AFG0005'))",14.0,"LLC ""OO"" AVO-M ""","('Haji Abdul Basir and Zar Jameel Hawala', 'AFG0005')",Haji Abdul Basir and Zar Jameel Hawala,AFG0005
25,"('LLC ""OO"" AVO-M ""', ('Haji Abdul Basir Exchange Shop', 'AFG0005'))",11.0,"LLC ""OO"" AVO-M ""","('Haji Abdul Basir Exchange Shop', 'AFG0005')",Haji Abdul Basir Exchange Shop,AFG0005
26,"('LLC ""OO"" AVO-M ""', ('Haji Baseer Hawala', 'AFG0005'))",17.0,"LLC ""OO"" AVO-M ""","('Haji Baseer Hawala', 'AFG0005')",Haji Baseer Hawala,AFG0005
27,"('LLC ""OO"" AVO-M ""', ('Haji Bashir and Zarjmil Hawala Company', 'AFG0005'))",17.0,"LLC ""OO"" AVO-M ""","('Haji Bashir and Zarjmil Hawala Company', 'AFG0005')",Haji Bashir and Zarjmil Hawala Company,AFG0005
28,"('LLC ""OO"" AVO-M ""', ('Haji Basir and Zarjamil Currency Exchange', 'AFG0005'))",13.0,"LLC ""OO"" AVO-M ""","('Haji Basir and Zarjamil Currency Exchange', 'AFG0005')",Haji Basir and Zarjamil Currency Exchange,AFG0005
29,"('LLC ""OO"" AVO-M ""', ('Haji Basir Hawala', 'AFG0005'))",18.0,"LLC ""OO"" AVO-M ""","('Haji Basir Hawala', 'AFG0005')",Haji Basir Hawala,AFG0005
30,"('LLC ""OO"" AVO-M ""', ('Haji Zar Jamil, Haji Abdul Baseer Money Changer', 'AFG0005'))",12.0,"LLC ""OO"" AVO-M ""","('Haji Zar Jamil, Haji Abdul Baseer Money Changer', 'AFG0005')","Haji Zar Jamil, Haji Abdul Baseer Money Changer",AFG0005
31,"('LLC ""OO"" AVO-M ""', ('ABDALLAH AZZAM BRIGADES (AAB)', 'AQD0002'))",19.0,"LLC ""OO"" AVO-M ""","('ABDALLAH AZZAM BRIGADES (AAB)', 'AQD0002')",ABDALLAH AZZAM BRIGADES (AAB),AQD0002
32,"('LLC ""OO"" AVO-M ""', ('AAB', 'AQD0002'))",25.0,"LLC ""OO"" AVO-M ""","('AAB', 'AQD0002')",AAB,AQD0002
33,"('LLC ""OO"" AVO-M ""', ('Abdullah Azzam Brigades', 'AQD0002'))",21.0,"LLC ""OO"" AVO-M ""","('Abdullah Azzam Brigades', 'AQD0002')",Abdullah Azzam Brigades,AQD0002
34,"('LLC ""OO"" AVO-M ""', (""Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades"", 'AQD0002'))",13.0,"LLC ""OO"" AVO-M ""","(""Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades"", 'AQD0002')",Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades,AQD0002
35,"('LLC ""OO"" AVO-M ""', ('Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades', 'AQD0002'))",13.0,"LLC ""OO"" AVO-M ""","('Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades', 'AQD0002')",Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,AQD0002
36,"('LLC ""OO"" AVO-M ""', ('ABU SAYYAF GROUP', 'AQD0003'))",29.0,"LLC ""OO"" AVO-M ""","('ABU SAYYAF GROUP', 'AQD0003')",ABU SAYYAF GROUP,AQD0003
37,"('LLC ""OO"" AVO-M ""', ('Al Harakat Al Islamiyya', 'AQD0003'))",21.0,"LLC ""OO"" AVO-M ""","('Al Harakat Al Islamiyya', 'AQD0003')",Al Harakat Al Islamiyya,AQD0003
38,"('LLC ""OO"" AVO-M ""', ('AFGHAN SUPPORT COMMITTEE (ASC)', 'AQD0004'))",24.0,"LLC ""OO"" AVO-M ""","('AFGHAN SUPPORT COMMITTEE (ASC)', 'AQD0004')",AFGHAN SUPPORT COMMITTEE (ASC),AQD0004
39,"('LLC ""OO"" AVO-M ""', ('Ahya ul Turas', 'AQD0004'))",22.0,"LLC ""OO"" AVO-M ""","('Ahya ul Turas', 'AQD0004')",Ahya ul Turas,AQD0004
40,"('LLC ""OO"" AVO-M ""', ('Jamiat Ayat-ur-Rhas al Islamiac', 'AQD0004'))",17.0,"LLC ""OO"" AVO-M ""","('Jamiat Ayat-ur-Rhas al Islamiac', 'AQD0004')",Jamiat Ayat-ur-Rhas al Islamiac,AQD0004
41,"('LLC ""OO"" AVO-M ""', ('Jamiat Ihya ul Turath al Islamia', 'AQD0004'))",16.0,"LLC ""OO"" AVO-M ""","('Jamiat Ihya ul Turath al Islamia', 'AQD0004')",Jamiat Ihya ul Turath al Islamia,AQD0004
42,"('LLC ""OO"" AVO-M ""', ('Lajnat ul Masa Eidatul Afghania', 'AQD0004'))",17.0,"LLC ""OO"" AVO-M ""","('Lajnat ul Masa Eidatul Afghania', 'AQD0004')",Lajnat ul Masa Eidatul Afghania,AQD0004
43,"('LLC ""OO"" AVO-M ""', ('AL FURQAN', 'AQD0005'))",29.0,"LLC ""OO"" AVO-M ""","('AL FURQAN', 'AQD0005')",AL FURQAN,AQD0005
44,"('LLC ""OO"" AVO-M ""', ('Association for Citizens Rights and Resistance to Lies', 'AQD0005'))",10.0,"LLC ""OO"" AVO-M ""","('Association for Citizens Rights and Resistance to Lies', 'AQD0005')",Association for Citizens Rights and Resistance to Lies,AQD0005
45,"('LLC ""OO"" AVO-M ""', ('Association for Education Cultural and to Create Society -Sirat', 'AQD0005'))",9.0,"LLC ""OO"" AVO-M ""","('Association for Education Cultural and to Create Society -Sirat', 'AQD0005')",Association for Education Cultural and to Create Society -Sirat,AQD0005
46,"('LLC ""OO"" AVO-M ""', ('Association for Education Culture and Building Society-Sirat', 'AQD0005'))",9.0,"LLC ""OO"" AVO-M ""","('Association for Education Culture and Building Society-Sirat', 'AQD0005')",Association for Education Culture and Building Society-Sirat,AQD0005
47,"('LLC ""OO"" AVO-M ""', ('Association of Citizens for the Support of Truth and Supression of Lies', 'AQD0005'))",8.0,"LLC ""OO"" AVO-M ""","('Association of Citizens for the Support of Truth and Supression of Lies', 'AQD0005')",Association of Citizens for the Support of Truth and Supression of Lies,AQD0005
48,"('LLC ""OO"" AVO-M ""', (""Citizens' Association for Support and Prevention of lies - Furqan"", 'AQD0005'))",12.0,"LLC ""OO"" AVO-M ""","(""Citizens' Association for Support and Prevention of lies - Furqan"", 'AQD0005')",Citizens' Association for Support and Prevention of lies - Furqan,AQD0005
49,"('LLC ""OO"" AVO-M ""', ('Dzemijetul Furkan', 'AQD0005'))",9.0,"LLC ""OO"" AVO-M ""","('Dzemijetul Furkan', 'AQD0005')",Dzemijetul Furkan,AQD0005
50,"('LLC ""OO"" AVO-M ""', (""Dzem'ijjetul Furqan"", 'AQD0005'))",17.0,"LLC ""OO"" AVO-M ""","(""Dzem'ijjetul Furqan"", 'AQD0005')",Dzem'ijjetul Furqan,AQD0005
51,"('LLC ""OO"" AVO-M ""', ('Dzemilijati Furkan', 'AQD0005'))",17.0,"LLC ""OO"" AVO-M ""","('Dzemilijati Furkan', 'AQD0005')",Dzemilijati Furkan,AQD0005
52,"('LLC ""OO"" AVO-M ""', ('In Siratel', 'AQD0005'))",13.0,"LLC ""OO"" AVO-M ""","('In Siratel', 'AQD0005')",In Siratel,AQD0005
53,"('LLC ""OO"" AVO-M ""', ('Istikamet', 'AQD0005'))",29.0,"LLC ""OO"" AVO-M ""","('Istikamet', 'AQD0005')",Istikamet,AQD0005
54,"('LLC ""OO"" AVO-M ""', ('Sirat', 'AQD0005'))",20.0,"LLC ""OO"" AVO-M ""","('Sirat', 'AQD0005')",Sirat,AQD0005
55,"('LLC ""OO"" AVO-M ""', ('AL MOUAKAOUNE BIDDAM', 'AQD0006'))",26.0,"LLC ""OO"" AVO-M ""","('AL MOUAKAOUNE BIDDAM', 'AQD0006')",AL MOUAKAOUNE BIDDAM,AQD0006
56,"('LLC ""OO"" AVO-M ""', ('Ceux Qui Signent avec le Sang', 'AQD0006'))",18.0,"LLC ""OO"" AVO-M ""","('Ceux Qui Signent avec le Sang', 'AQD0006')",Ceux Qui Signent avec le Sang,AQD0006
57,"('LLC ""OO"" AVO-M ""', ('Les Signataires par le Sang', 'AQD0006'))",12.0,"LLC ""OO"" AVO-M ""","('Les Signataires par le Sang', 'AQD0006')",Les Signataires par le Sang,AQD0006
58,"('LLC ""OO"" AVO-M ""', ('Those Who Sign in Blood', 'AQD0006'))",15.0,"LLC ""OO"" AVO-M ""","('Those Who Sign in Blood', 'AQD0006')",Those Who Sign in Blood,AQD0006
59,"('LLC ""OO"" AVO-M ""', ('AL MOULATHAMOUN', 'AQD0007'))",30.0,"LLC ""OO"" AVO-M ""","('AL MOULATHAMOUN', 'AQD0007')",AL MOULATHAMOUN,AQD0007
60,"('LLC ""OO"" AVO-M ""', ('Les Enturbannes', 'AQD0007'))",20.0,"LLC ""OO"" AVO-M ""","('Les Enturbannes', 'AQD0007')",Les Enturbannes,AQD0007
61,"('LLC ""OO"" AVO-M ""', ('The Veiled', 'AQD0007'))",13.0,"LLC ""OO"" AVO-M ""","('The Veiled', 'AQD0007')",The Veiled,AQD0007
62,"('LLC ""OO"" AVO-M ""', ('AL MOURABITOUN', 'AQD0008'))",32.0,"LLC ""OO"" AVO-M ""","('AL MOURABITOUN', 'AQD0008')",AL MOURABITOUN,AQD0008
63,"('LLC ""OO"" AVO-M ""', ('Les Sentinelles', 'AQD0008'))",10.0,"LLC ""OO"" AVO-M ""","('Les Sentinelles', 'AQD0008')",Les Sentinelles,AQD0008
64,"('LLC ""OO"" AVO-M ""', ('The Sentinels', 'AQD0008'))",11.0,"LLC ""OO"" AVO-M ""","('The Sentinels', 'AQD0008')",The Sentinels,AQD0008
65,"('LLC ""OO"" AVO-M ""', ('AL RASHID TRUST', 'AQD0009'))",20.0,"LLC ""OO"" AVO-M ""","('AL RASHID TRUST', 'AQD0009')",AL RASHID TRUST,AQD0009
66,"('LLC ""OO"" AVO-M ""', ('Aid Organization of the Ulema, Pakistan', 'AQD0009'))",19.0,"LLC ""OO"" AVO-M ""","('Aid Organization of the Ulema, Pakistan', 'AQD0009')","Aid Organization of the Ulema, Pakistan",AQD0009
67,"('LLC ""OO"" AVO-M ""', ('Al Ameen Trust', 'AQD0009'))",32.0,"LLC ""OO"" AVO-M ""","('Al Ameen Trust', 'AQD0009')",Al Ameen Trust,AQD0009
68,"('LLC ""OO"" AVO-M ""', ('Al Amin Trust', 'AQD0009'))",33.0,"LLC ""OO"" AVO-M ""","('Al Amin Trust', 'AQD0009')",Al Amin Trust,AQD0009
69,"('LLC ""OO"" AVO-M ""', ('Al Amin Welfare Trust', 'AQD0009'))",23.0,"LLC ""OO"" AVO-M ""","('Al Amin Welfare Trust', 'AQD0009')",Al Amin Welfare Trust,AQD0009
70,"('LLC ""OO"" AVO-M ""', ('Al Madina Trust', 'AQD0009'))",30.0,"LLC ""OO"" AVO-M ""","('Al Madina Trust', 'AQD0009')",Al Madina Trust,AQD0009
71,"('LLC ""OO"" AVO-M ""', ('Al Rasheed Trust', 'AQD0009'))",19.0,"LLC ""OO"" AVO-M ""","('Al Rasheed Trust', 'AQD0009')",Al Rasheed Trust,AQD0009
72,"('LLC ""OO"" AVO-M ""', ('Al-Ameen Trust', 'AQD0009'))",32.0,"LLC ""OO"" AVO-M ""","('Al-Ameen Trust', 'AQD0009')",Al-Ameen Trust,AQD0009
73,"('LLC ""OO"" AVO-M ""', ('Al-Madina Trust', 'AQD0009'))",30.0,"LLC ""OO"" AVO-M ""","('Al-Madina Trust', 'AQD0009')",Al-Madina Trust,AQD0009
74,"('LLC ""OO"" AVO-M ""', ('Al-Rasheed Trust', 'AQD0009'))",19.0,"LLC ""OO"" AVO-M ""","('Al-Rasheed Trust', 'AQD0009')",Al-Rasheed Trust,AQD0009
75,"('LLC ""OO"" AVO-M ""', ('Al-Rashid Trust', 'AQD0009'))",20.0,"LLC ""OO"" AVO-M ""","('Al-Rashid Trust', 'AQD0009')",Al-Rashid Trust,AQD0009
76,"('LLC ""OO"" AVO-M ""', ('AL-AKHTAR TRUST INTERNATIONAL', 'AQD0010'))",18.0,"LLC ""OO"" AVO-M ""","('AL-AKHTAR TRUST INTERNATIONAL', 'AQD0010')",AL-AKHTAR TRUST INTERNATIONAL,AQD0010
77,"('LLC ""OO"" AVO-M ""', ('Akhtarabad Medical Camp', 'AQD0010'))",21.0,"LLC ""OO"" AVO-M ""","('Akhtarabad Medical Camp', 'AQD0010')",Akhtarabad Medical Camp,AQD0010
78,"('LLC ""OO"" AVO-M ""', ('Al Akhtar Trust', 'AQD0010'))",20.0,"LLC ""OO"" AVO-M ""","('Al Akhtar Trust', 'AQD0010')",Al Akhtar Trust,AQD0010
79,"('LLC ""OO"" AVO-M ""', ('Al-Akhtar Medical Centre', 'AQD0010'))",21.0,"LLC ""OO"" AVO-M ""","('Al-Akhtar Medical Centre', 'AQD0010')",Al-Akhtar Medical Centre,AQD0010
80,"('LLC ""OO"" AVO-M ""', ('Azmat Pakistan Trust', 'AQD0010'))",16.0,"LLC ""OO"" AVO-M ""","('Azmat Pakistan Trust', 'AQD0010')",Azmat Pakistan Trust,AQD0010
81,"('LLC ""OO"" AVO-M ""', ('Azmat-e-Pakistan Trust', 'AQD0010'))",15.0,"LLC ""OO"" AVO-M ""","('Azmat-e-Pakistan Trust', 'AQD0010')",Azmat-e-Pakistan Trust,AQD0010
82,"('LLC ""OO"" AVO-M ""', ('Pakistan Relief Foundation', 'AQD0010'))",19.0,"LLC ""OO"" AVO-M ""","('Pakistan Relief Foundation', 'AQD0010')",Pakistan Relief Foundation,AQD0010
83,"('LLC ""OO"" AVO-M ""', ('Pakistani Relief Foundation', 'AQD0010'))",19.0,"LLC ""OO"" AVO-M ""","('Pakistani Relief Foundation', 'AQD0010')",Pakistani Relief Foundation,AQD0010
84,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION', 'AQD0011'))",14.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION', 'AQD0011')",AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION,AQD0011
85,"('LLC ""OO"" AVO-M ""', ('Al Haramain Al Masjed Al Aqsa', 'AQD0011'))",18.0,"LLC ""OO"" AVO-M ""","('Al Haramain Al Masjed Al Aqsa', 'AQD0011')",Al Haramain Al Masjed Al Aqsa,AQD0011
86,"('LLC ""OO"" AVO-M ""', ('Al Haramayn Al Masjid Al Aqsa', 'AQD0011'))",18.0,"LLC ""OO"" AVO-M ""","('Al Haramayn Al Masjid Al Aqsa', 'AQD0011')",Al Haramayn Al Masjid Al Aqsa,AQD0011
87,"('LLC ""OO"" AVO-M ""', ('Al Harammein Al Masjed Al-Aqsa Charity Foundation', 'AQD0011'))",15.0,"LLC ""OO"" AVO-M ""","('Al Harammein Al Masjed Al-Aqsa Charity Foundation', 'AQD0011')",Al Harammein Al Masjed Al-Aqsa Charity Foundation,AQD0011
88,"('LLC ""OO"" AVO-M ""', ('Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation', 'AQD0011'))",13.0,"LLC ""OO"" AVO-M ""","('Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation', 'AQD0011')",Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,AQD0011
89,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN FOUNDATION (PAKISTAN)', 'AQD0013'))",22.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN FOUNDATION (PAKISTAN)', 'AQD0013')",AL-HARAMAIN FOUNDATION (PAKISTAN),AQD0013
90,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS)', 'AQD0014'))",17.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS)', 'AQD0014')",AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS),AQD0014
91,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN (AFGHANISTAN BRANCH)', 'AQD0017'))",17.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN (AFGHANISTAN BRANCH)', 'AQD0017')",AL-HARAMAIN (AFGHANISTAN BRANCH),AQD0017
92,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN (ALBANIA BRANCH)', 'AQD0018'))",19.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN (ALBANIA BRANCH)', 'AQD0018')",AL-HARAMAIN (ALBANIA BRANCH),AQD0018
93,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN (BANGLADESH)', 'AQD0019'))",22.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN (BANGLADESH)', 'AQD0019')",AL-HARAMAIN (BANGLADESH),AQD0019
94,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN (ETHIOPIA BRANCH)', 'AQD0020'))",25.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN (ETHIOPIA BRANCH)', 'AQD0020')",AL-HARAMAIN (ETHIOPIA BRANCH),AQD0020
95,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAIN (THE NETHERLANDS BRANCH)', 'AQD0021'))",15.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAIN (THE NETHERLANDS BRANCH)', 'AQD0021')",AL-HARAMAIN (THE NETHERLANDS BRANCH),AQD0021
96,"('LLC ""OO"" AVO-M ""', ('Stichting Al Haramain Humanitarian Aid', 'AQD0021'))",14.0,"LLC ""OO"" AVO-M ""","('Stichting Al Haramain Humanitarian Aid', 'AQD0021')",Stichting Al Haramain Humanitarian Aid,AQD0021
97,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAYN FOUNDATION (KENYA)', 'AQD0022'))",24.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAYN FOUNDATION (KENYA)', 'AQD0022')",AL-HARAMAYN FOUNDATION (KENYA),AQD0022
98,"('LLC ""OO"" AVO-M ""', ('AL-HARAMAYN FOUNDATION (TANZANIA)', 'AQD0023'))",22.0,"LLC ""OO"" AVO-M ""","('AL-HARAMAYN FOUNDATION (TANZANIA)', 'AQD0023')",AL-HARAMAYN FOUNDATION (TANZANIA),AQD0023
99,"('LLC ""OO"" AVO-M ""', ('AL-ITIHAAD AL-ISLAMIYA (AIAI)', 'AQD0024'))",19.0,"LLC ""OO"" AVO-M ""","('AL-ITIHAAD AL-ISLAMIYA (AIAI)', 'AQD0024')",AL-ITIHAAD AL-ISLAMIYA (AIAI),AQD0024
100,"('LLC ""OO"" AVO-M ""', ('AL-KAWTHAR MONEY EXCHANGE', 'AQD0025'))",20.0,"LLC ""OO"" AVO-M ""","('AL-KAWTHAR MONEY EXCHANGE', 'AQD0025')",AL-KAWTHAR MONEY EXCHANGE,AQD0025
101,"('LLC ""OO"" AVO-M ""', ('Al Kawthar Co.', 'AQD0025'))",27.0,"LLC ""OO"" AVO-M ""","('Al Kawthar Co.', 'AQD0025')",Al Kawthar Co.,AQD0025
102,"('LLC ""OO"" AVO-M ""', ('Al Kawthar Company', 'AQD0025'))",27.0,"LLC ""OO"" AVO-M ""","('Al Kawthar Company', 'AQD0025')",Al Kawthar Company,AQD0025
103,"('LLC ""OO"" AVO-M ""', ('Al-Kawthar Hawala', 'AQD0025'))",18.0,"LLC ""OO"" AVO-M ""","('Al-Kawthar Hawala', 'AQD0025')",Al-Kawthar Hawala,AQD0025
104,"('LLC ""OO"" AVO-M ""', ('AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT', 'AQD0026'))",16.0,"LLC ""OO"" AVO-M ""","('AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT', 'AQD0026')",AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT,AQD0026
105,"('LLC ""OO"" AVO-M ""', ('Al-Nusra Front', 'AQD0026'))",32.0,"LLC ""OO"" AVO-M ""","('Al-Nusra Front', 'AQD0026')",Al-Nusra Front,AQD0026
106,"('LLC ""OO"" AVO-M ""', ('Al-Nusrah Front', 'AQD0026'))",30.0,"LLC ""OO"" AVO-M ""","('Al-Nusrah Front', 'AQD0026')",Al-Nusrah Front,AQD0026
107,"('LLC ""OO"" AVO-M ""', ('Ansar al-Mujahideen Network - sub-unit name', 'AQD0026'))",13.0,"LLC ""OO"" AVO-M ""","('Ansar al-Mujahideen Network - sub-unit name', 'AQD0026')",Ansar al-Mujahideen Network - sub-unit name,AQD0026
108,"('LLC ""OO"" AVO-M ""', ('Assembly for the Liberation of Syria', 'AQD0026'))",15.0,"LLC ""OO"" AVO-M ""","('Assembly for the Liberation of Syria', 'AQD0026')",Assembly for the Liberation of Syria,AQD0026
109,"('LLC ""OO"" AVO-M ""', ('Assembly for the Liberation of the Levant', 'AQD0026'))",17.0,"LLC ""OO"" AVO-M ""","('Assembly for the Liberation of the Levant', 'AQD0026')",Assembly for the Liberation of the Levant,AQD0026
110,"('LLC ""OO"" AVO-M ""', ('Conquest of the Levant Front', 'AQD0026'))",18.0,"LLC ""OO"" AVO-M ""","('Conquest of the Levant Front', 'AQD0026')",Conquest of the Levant Front,AQD0026
111,"('LLC ""OO"" AVO-M ""', ('Fatah al-Sham Front', 'AQD0026'))",33.0,"LLC ""OO"" AVO-M ""","('Fatah al-Sham Front', 'AQD0026')",Fatah al-Sham Front,AQD0026
112,"('LLC ""OO"" AVO-M ""', ('Fateh al-Sham Front', 'AQD0026'))",33.0,"LLC ""OO"" AVO-M ""","('Fateh al-Sham Front', 'AQD0026')",Fateh al-Sham Front,AQD0026
113,"('LLC ""OO"" AVO-M ""', ('Front for the Conquest of Syria', 'AQD0026'))",11.0,"LLC ""OO"" AVO-M ""","('Front for the Conquest of Syria', 'AQD0026')",Front for the Conquest of Syria,AQD0026
