,Supp Name,Score,Supplier Name,Sanctioned and Country Code,Sanctioned Name,Country Code
9580,"('GUP ""Vodokanal of St. Petersburg""', ('Silsilat Money Exchange Company', 'AQD0076'))",20.0,"GUP ""Vodokanal of St. Petersburg""","('Silsilat Money Exchange Company', 'AQD0076')",Silsilat Money Exchange Company,AQD0076
9581,"('GUP ""Vodokanal of St. Petersburg""', ('Silsilet al Thahab', 'AQD0076'))",23.0,"GUP ""Vodokanal of St. Petersburg""","('Silsilet al Thahab', 'AQD0076')",Silsilet al Thahab,AQD0076
9582,"('GUP ""Vodokanal of St. Petersburg""', ('SPECIAL PURPOSE ISLAMIC REGIMENT', 'AQD0077'))",31.0,"GUP ""Vodokanal of St. Petersburg""","('SPECIAL PURPOSE ISLAMIC REGIMENT', 'AQD0077')",SPECIAL PURPOSE ISLAMIC REGIMENT,AQD0077
9583,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic Regiment of Special Meaning', 'AQD0077'))",36.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic Regiment of Special Meaning', 'AQD0077')",Islamic Regiment of Special Meaning,AQD0077
9584,"('GUP ""Vodokanal of St. Petersburg""', ('SPIR', 'AQD0077'))",20.0,"GUP ""Vodokanal of St. Petersburg""","('SPIR', 'AQD0077')",SPIR,AQD0077
9585,"('GUP ""Vodokanal of St. Petersburg""', ('The al-Jihad-Fisi-Sabililah Special Islamic Regiment', 'AQD0077'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('The al-Jihad-Fisi-Sabililah Special Islamic Regiment', 'AQD0077')",The al-Jihad-Fisi-Sabililah Special Islamic Regiment,AQD0077
9586,"('GUP ""Vodokanal of St. Petersburg""', ('The Islamic Special Purpose Regiment', 'AQD0077'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('The Islamic Special Purpose Regiment', 'AQD0077')",The Islamic Special Purpose Regiment,AQD0077
9587,"('GUP ""Vodokanal of St. Petersburg""', ('TAIBAH INTERNATIONAL-BOSNIA OFFICES', 'AQD0078'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('TAIBAH INTERNATIONAL-BOSNIA OFFICES', 'AQD0078')",TAIBAH INTERNATIONAL-BOSNIA OFFICES,AQD0078
9588,"('GUP ""Vodokanal of St. Petersburg""', ('Al Taibah, Intl.', 'AQD0078'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('Al Taibah, Intl.', 'AQD0078')","Al Taibah, Intl.",AQD0078
9589,"('GUP ""Vodokanal of St. Petersburg""', ('Taibah International Aid Agency', 'AQD0078'))",32.0,"GUP ""Vodokanal of St. Petersburg""","('Taibah International Aid Agency', 'AQD0078')",Taibah International Aid Agency,AQD0078
9590,"('GUP ""Vodokanal of St. Petersburg""', ('Taibah International Aid Association', 'AQD0078'))",32.0,"GUP ""Vodokanal of St. Petersburg""","('Taibah International Aid Association', 'AQD0078')",Taibah International Aid Association,AQD0078
9591,"('GUP ""Vodokanal of St. Petersburg""', ('Taibah International Aide Association', 'AQD0078'))",32.0,"GUP ""Vodokanal of St. Petersburg""","('Taibah International Aide Association', 'AQD0078')",Taibah International Aide Association,AQD0078
9592,"('GUP ""Vodokanal of St. Petersburg""', ('TEHRIK-E TALIBAN PAKISTAN', 'AQD0079'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('TEHRIK-E TALIBAN PAKISTAN', 'AQD0079')",TEHRIK-E TALIBAN PAKISTAN,AQD0079
9593,"('GUP ""Vodokanal of St. Petersburg""', ('Pakistani Taliban', 'AQD0079'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('Pakistani Taliban', 'AQD0079')",Pakistani Taliban,AQD0079
9594,"('GUP ""Vodokanal of St. Petersburg""', ('Tehreek-e-Taliban', 'AQD0079'))",23.0,"GUP ""Vodokanal of St. Petersburg""","('Tehreek-e-Taliban', 'AQD0079')",Tehreek-e-Taliban,AQD0079
9595,"('GUP ""Vodokanal of St. Petersburg""', ('Tehrik-e-Taliban', 'AQD0079'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Tehrik-e-Taliban', 'AQD0079')",Tehrik-e-Taliban,AQD0079
9596,"('GUP ""Vodokanal of St. Petersburg""', ('Tehrik-I-Taliban Pakistan', 'AQD0079'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Tehrik-I-Taliban Pakistan', 'AQD0079')",Tehrik-I-Taliban Pakistan,AQD0079
9597,"('GUP ""Vodokanal of St. Petersburg""', ('TTP', 'AQD0079'))",14.0,"GUP ""Vodokanal of St. Petersburg""","('TTP', 'AQD0079')",TTP,AQD0079
9598,"('GUP ""Vodokanal of St. Petersburg""', ('THE ARMY OF EMIGRANTS AND SUPPORTERS', 'AQD0080'))",39.0,"GUP ""Vodokanal of St. Petersburg""","('THE ARMY OF EMIGRANTS AND SUPPORTERS', 'AQD0080')",THE ARMY OF EMIGRANTS AND SUPPORTERS,AQD0080
9599,"('GUP ""Vodokanal of St. Petersburg""', ('Army of Emigrants and Supporters organization', 'AQD0080'))",39.0,"GUP ""Vodokanal of St. Petersburg""","('Army of Emigrants and Supporters organization', 'AQD0080')",Army of Emigrants and Supporters organization,AQD0080
9600,"('GUP ""Vodokanal of St. Petersburg""', ('Battalion of Emigrants and Ansar', 'AQD0080'))",34.0,"GUP ""Vodokanal of St. Petersburg""","('Battalion of Emigrants and Ansar', 'AQD0080')",Battalion of Emigrants and Ansar,AQD0080
9601,"('GUP ""Vodokanal of St. Petersburg""', ('Battalion of Emigrants and Supporters', 'AQD0080'))",44.0,"GUP ""Vodokanal of St. Petersburg""","('Battalion of Emigrants and Supporters', 'AQD0080')",Battalion of Emigrants and Supporters,AQD0080
9602,"('GUP ""Vodokanal of St. Petersburg""', ('Jaysh al-Muhajirin wal-Ansar JAMWA', 'AQD0080'))",23.0,"GUP ""Vodokanal of St. Petersburg""","('Jaysh al-Muhajirin wal-Ansar JAMWA', 'AQD0080')",Jaysh al-Muhajirin wal-Ansar JAMWA,AQD0080
9603,"('GUP ""Vodokanal of St. Petersburg""', ('THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB', 'AQD0081'))",31.0,"GUP ""Vodokanal of St. Petersburg""","('THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB', 'AQD0081')",THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB,AQD0081
9604,"('GUP ""Vodokanal of St. Petersburg""', ('Al Qaida au Maghreb islamique AQMI', 'AQD0081'))",20.0,"GUP ""Vodokanal of St. Petersburg""","('Al Qaida au Maghreb islamique AQMI', 'AQD0081')",Al Qaida au Maghreb islamique AQMI,AQD0081
9605,"('GUP ""Vodokanal of St. Petersburg""', ('AQIM', 'AQD0081'))",7.0,"GUP ""Vodokanal of St. Petersburg""","('AQIM', 'AQD0081')",AQIM,AQD0081
9606,"('GUP ""Vodokanal of St. Petersburg""', ('Le Groupe Salafiste pour La Predication et le Combat GSPC', 'AQD0081'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('Le Groupe Salafiste pour La Predication et le Combat GSPC', 'AQD0081')",Le Groupe Salafiste pour La Predication et le Combat GSPC,AQD0081
9607,"('GUP ""Vodokanal of St. Petersburg""', ('Salafist Group For Call and Combat', 'AQD0081'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Salafist Group For Call and Combat', 'AQD0081')",Salafist Group For Call and Combat,AQD0081
9608,"('GUP ""Vodokanal of St. Petersburg""', ('TUNISIAN COMBATANT GROUP', 'AQD0082'))",28.0,"GUP ""Vodokanal of St. Petersburg""","('TUNISIAN COMBATANT GROUP', 'AQD0082')",TUNISIAN COMBATANT GROUP,AQD0082
9609,"('GUP ""Vodokanal of St. Petersburg""', ('GICT', 'AQD0082'))",7.0,"GUP ""Vodokanal of St. Petersburg""","('GICT', 'AQD0082')",GICT,AQD0082
9610,"('GUP ""Vodokanal of St. Petersburg""', ('Groupe Combattant Tunisien', 'AQD0082'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Groupe Combattant Tunisien', 'AQD0082')",Groupe Combattant Tunisien,AQD0082
9611,"('GUP ""Vodokanal of St. Petersburg""', ('Groupe Islamiste Combattant Tunisien', 'AQD0082'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('Groupe Islamiste Combattant Tunisien', 'AQD0082')",Groupe Islamiste Combattant Tunisien,AQD0082
9612,"('GUP ""Vodokanal of St. Petersburg""', ('UMMAH TAMEER E-NAU (UTN)', 'AQD0083'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('UMMAH TAMEER E-NAU (UTN)', 'AQD0083')",UMMAH TAMEER E-NAU (UTN),AQD0083
9613,"('GUP ""Vodokanal of St. Petersburg""', ('WAFA HUMANITARIAN ORGANIZATION', 'AQD0084'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('WAFA HUMANITARIAN ORGANIZATION', 'AQD0084')",WAFA HUMANITARIAN ORGANIZATION,AQD0084
9614,"('GUP ""Vodokanal of St. Petersburg""', ('Al Wafa', 'AQD0084'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Al Wafa', 'AQD0084')",Al Wafa,AQD0084
9615,"('GUP ""Vodokanal of St. Petersburg""', ('Al Wafa Organization', 'AQD0084'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('Al Wafa Organization', 'AQD0084')",Al Wafa Organization,AQD0084
9616,"('GUP ""Vodokanal of St. Petersburg""', ('Wafa Al-Igatha Al-Islamia', 'AQD0084'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Wafa Al-Igatha Al-Islamia', 'AQD0084')",Wafa Al-Igatha Al-Islamia,AQD0084
9617,"('GUP ""Vodokanal of St. Petersburg""', ('TARIQ GIDAR GROUP (TGG)', 'AQD0355'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('TARIQ GIDAR GROUP (TGG)', 'AQD0355')",TARIQ GIDAR GROUP (TGG),AQD0355
9618,"('GUP ""Vodokanal of St. Petersburg""', ('COMMANDER TARIQ AFRIDI GROUP', 'AQD0355'))",22.0,"GUP ""Vodokanal of St. Petersburg""","('COMMANDER TARIQ AFRIDI GROUP', 'AQD0355')",COMMANDER TARIQ AFRIDI GROUP,AQD0355
9619,"('GUP ""Vodokanal of St. Petersburg""', ('TARIQ AFRIDI GROUP', 'AQD0355'))",19.23076923076923,"GUP ""Vodokanal of St. Petersburg""","('TARIQ AFRIDI GROUP', 'AQD0355')",TARIQ AFRIDI GROUP,AQD0355
9620,"('GUP ""Vodokanal of St. Petersburg""', ('TARIQ GEEDAR GROUP', 'AQD0355'))",18.0,"GUP ""Vodokanal of St. Petersburg""","('TARIQ GEEDAR GROUP', 'AQD0355')",TARIQ GEEDAR GROUP,AQD0355
9621,"('GUP ""Vodokanal of St. Petersburg""', ('TARIQ GIDAR AFRIDI GROUP', 'AQD0355'))",16.0,"GUP ""Vodokanal of St. Petersburg""","('TARIQ GIDAR AFRIDI GROUP', 'AQD0355')",TARIQ GIDAR AFRIDI GROUP,AQD0355
9622,"('GUP ""Vodokanal of St. Petersburg""', ('TEHREEK-I-TALIBAN PAKISTAN GEEDAR GROUP', 'AQD0355'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('TEHREEK-I-TALIBAN PAKISTAN GEEDAR GROUP', 'AQD0355')",TEHREEK-I-TALIBAN PAKISTAN GEEDAR GROUP,AQD0355
9623,"('GUP ""Vodokanal of St. Petersburg""', ('TEHRIK-E-TALIBAN-TARIQ GIDAR GROUP', 'AQD0355'))",23.0,"GUP ""Vodokanal of St. Petersburg""","('TEHRIK-E-TALIBAN-TARIQ GIDAR GROUP', 'AQD0355')",TEHRIK-E-TALIBAN-TARIQ GIDAR GROUP,AQD0355
9624,"('GUP ""Vodokanal of St. Petersburg""', ('THE ASIAN TIGERS', 'AQD0355'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('THE ASIAN TIGERS', 'AQD0355')",THE ASIAN TIGERS,AQD0355
9625,"('GUP ""Vodokanal of St. Petersburg""', ('TTP GEEDAR GROUP', 'AQD0355'))",14.0,"GUP ""Vodokanal of St. Petersburg""","('TTP GEEDAR GROUP', 'AQD0355')",TTP GEEDAR GROUP,AQD0355
9626,"('GUP ""Vodokanal of St. Petersburg""', ('TTP-TARIQ GIDAR GROUP', 'AQD0355'))",19.23076923076923,"GUP ""Vodokanal of St. Petersburg""","('TTP-TARIQ GIDAR GROUP', 'AQD0355')",TTP-TARIQ GIDAR GROUP,AQD0355
9627,"('GUP ""Vodokanal of St. Petersburg""', ('ISLAMIC STATE IN IRAQ AND THE LEVANT - KHORASAN (ISIL- K)', 'AQD0357'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('ISLAMIC STATE IN IRAQ AND THE LEVANT - KHORASAN (ISIL- K)', 'AQD0357')",ISLAMIC STATE IN IRAQ AND THE LEVANT - KHORASAN (ISIL- K),AQD0357
9628,"('GUP ""Vodokanal of St. Petersburg""', ('ISIL KHORASAN', 'AQD0357'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('ISIL KHORASAN', 'AQD0357')",ISIL KHORASAN,AQD0357
9629,"('GUP ""Vodokanal of St. Petersburg""', (""ISIL'S SOUTH ASIA BRANCH"", 'AQD0357'))",24.0,"GUP ""Vodokanal of St. Petersburg""","(""ISIL'S SOUTH ASIA BRANCH"", 'AQD0357')",ISIL'S SOUTH ASIA BRANCH,AQD0357
9630,"('GUP ""Vodokanal of St. Petersburg""', ('ISIS WILAYAT KHORASAN', 'AQD0357'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('ISIS WILAYAT KHORASAN', 'AQD0357')",ISIS WILAYAT KHORASAN,AQD0357
9631,"('GUP ""Vodokanal of St. Petersburg""', (""ISLAMIC STATE'S KHORASAN PROVINCE"", 'AQD0357'))",31.0,"GUP ""Vodokanal of St. Petersburg""","(""ISLAMIC STATE'S KHORASAN PROVINCE"", 'AQD0357')",ISLAMIC STATE'S KHORASAN PROVINCE,AQD0357
9632,"('GUP ""Vodokanal of St. Petersburg""', ('SOUTH ASIAN CHAPTER OF ISIL', 'AQD0357'))",34.0,"GUP ""Vodokanal of St. Petersburg""","('SOUTH ASIAN CHAPTER OF ISIL', 'AQD0357')",SOUTH ASIAN CHAPTER OF ISIL,AQD0357
9633,"('GUP ""Vodokanal of St. Petersburg""', ('ISLAMIC STATE WEST AFRICA PROVINCE (ISWAP)', 'AQD0365'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('ISLAMIC STATE WEST AFRICA PROVINCE (ISWAP)', 'AQD0365')",ISLAMIC STATE WEST AFRICA PROVINCE (ISWAP),AQD0365
9634,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State in Iraq and the Levant - West Africa (ISIL-WA)', 'AQD0365'))",22.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State in Iraq and the Levant - West Africa (ISIL-WA)', 'AQD0365')",Islamic State in Iraq and the Levant - West Africa (ISIL-WA),AQD0365
9635,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and Syria - West Africa (ISIS-WA)', 'AQD0365'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and Syria - West Africa (ISIS-WA)', 'AQD0365')",Islamic State of Iraq and Syria - West Africa (ISIS-WA),AQD0365
9636,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and Syria West Africa Province (ISISWAP)', 'AQD0365'))",28.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and Syria West Africa Province (ISISWAP)', 'AQD0365')",Islamic State of Iraq and Syria West Africa Province (ISISWAP),AQD0365
9637,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and the Levant - West Africa', 'AQD0365'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and the Levant - West Africa', 'AQD0365')",Islamic State of Iraq and the Levant - West Africa,AQD0365
9638,"('GUP ""Vodokanal of St. Petersburg""', ('ISLAMIC STATE IN THE GREATER SAHARA (ISGS)', 'AQD0366'))",36.0,"GUP ""Vodokanal of St. Petersburg""","('ISLAMIC STATE IN THE GREATER SAHARA (ISGS)', 'AQD0366')",ISLAMIC STATE IN THE GREATER SAHARA (ISGS),AQD0366
9639,"('GUP ""Vodokanal of St. Petersburg""', ('ISIS in the Greater Sahara', 'AQD0366'))",31.0,"GUP ""Vodokanal of St. Petersburg""","('ISIS in the Greater Sahara', 'AQD0366')",ISIS in the Greater Sahara,AQD0366
9640,"('GUP ""Vodokanal of St. Petersburg""', ('ISIS in the Greater Sahel', 'AQD0366'))",31.0,"GUP ""Vodokanal of St. Petersburg""","('ISIS in the Greater Sahel', 'AQD0366')",ISIS in the Greater Sahel,AQD0366
9641,"('GUP ""Vodokanal of St. Petersburg""', ('ISIS in the Islamic Sahel', 'AQD0366'))",20.0,"GUP ""Vodokanal of St. Petersburg""","('ISIS in the Islamic Sahel', 'AQD0366')",ISIS in the Islamic Sahel,AQD0366
9642,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State in Iraq and Syria - Greater Sahara (ISIS-GS)', 'AQD0366'))",30.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State in Iraq and Syria - Greater Sahara (ISIS-GS)', 'AQD0366')",Islamic State in Iraq and Syria - Greater Sahara (ISIS-GS),AQD0366
9643,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and Syria - Greater Sahara (ISIS-GS)', 'AQD0366'))",38.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and Syria - Greater Sahara (ISIS-GS)', 'AQD0366')",Islamic State of Iraq and Syria - Greater Sahara (ISIS-GS),AQD0366
9644,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and the Levant - Greater Sahara (ISIL-GS)', 'AQD0366'))",35.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and the Levant - Greater Sahara (ISIL-GS)', 'AQD0366')",Islamic State of Iraq and the Levant - Greater Sahara (ISIL-GS),AQD0366
9645,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of the Greater Sahel', 'AQD0366'))",43.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of the Greater Sahel', 'AQD0366')",Islamic State of the Greater Sahel,AQD0366
9646,"('GUP ""Vodokanal of St. Petersburg""', ('JAMAAH ANSHARUT DAULAH', 'AQD0367'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('JAMAAH ANSHARUT DAULAH', 'AQD0367')",JAMAAH ANSHARUT DAULAH,AQD0367
9647,"('GUP ""Vodokanal of St. Petersburg""', ('Jamaah Ansharut Daulat', 'AQD0367'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('Jamaah Ansharut Daulat', 'AQD0367')",Jamaah Ansharut Daulat,AQD0367
9648,"('GUP ""Vodokanal of St. Petersburg""', ('Jemaah Anshorut Daulah', 'AQD0367'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('Jemaah Anshorut Daulah', 'AQD0367')",Jemaah Anshorut Daulah,AQD0367
9649,"('GUP ""Vodokanal of St. Petersburg""', ('ISLAMIC STATE IN IRAQ AND THE LEVANT - LIBYA', 'AQD0368'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('ISLAMIC STATE IN IRAQ AND THE LEVANT - LIBYA', 'AQD0368')",ISLAMIC STATE IN IRAQ AND THE LEVANT - LIBYA,AQD0368
9650,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic state of Iraq and the Levant in Libya', 'AQD0368'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic state of Iraq and the Levant in Libya', 'AQD0368')",Islamic state of Iraq and the Levant in Libya,AQD0368
9651,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat Al-Tarablus', 'AQD0368'))",26.923076923076927,"GUP ""Vodokanal of St. Petersburg""","('Wilayat Al-Tarablus', 'AQD0368')",Wilayat Al-Tarablus,AQD0368
9652,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat Barqa', 'AQD0368'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('Wilayat Barqa', 'AQD0368')",Wilayat Barqa,AQD0368
9653,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat Fezzan', 'AQD0368'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('Wilayat Fezzan', 'AQD0368')",Wilayat Fezzan,AQD0368
9654,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat Tarablus', 'AQD0368'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('Wilayat Tarablus', 'AQD0368')",Wilayat Tarablus,AQD0368
9655,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat Tripolitania', 'AQD0368'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Wilayat Tripolitania', 'AQD0368')",Wilayat Tripolitania,AQD0368
9656,"('GUP ""Vodokanal of St. Petersburg""', ('ISLAMIC STATE IN IRAQ AND THE LEVANT - YEMEN', 'AQD0369'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('ISLAMIC STATE IN IRAQ AND THE LEVANT - YEMEN', 'AQD0369')",ISLAMIC STATE IN IRAQ AND THE LEVANT - YEMEN,AQD0369
9657,"('GUP ""Vodokanal of St. Petersburg""', ('ISIL in Yemen', 'AQD0369'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('ISIL in Yemen', 'AQD0369')",ISIL in Yemen,AQD0369
9658,"('GUP ""Vodokanal of St. Petersburg""', ('ISIS in Yemen', 'AQD0369'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('ISIS in Yemen', 'AQD0369')",ISIS in Yemen,AQD0369
9659,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State in Yemen', 'AQD0369'))",29.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State in Yemen', 'AQD0369')",Islamic State in Yemen,AQD0369
9660,"('GUP ""Vodokanal of St. Petersburg""', ('Islamic State of Iraq and the Levant of Yemen', 'AQD0369'))",28.0,"GUP ""Vodokanal of St. Petersburg""","('Islamic State of Iraq and the Levant of Yemen', 'AQD0369')",Islamic State of Iraq and the Levant of Yemen,AQD0369
9661,"('GUP ""Vodokanal of St. Petersburg""', ('Wilayat al-Yemen, Province of Yemen', 'AQD0369'))",30.0,"GUP ""Vodokanal of St. Petersburg""","('Wilayat al-Yemen, Province of Yemen', 'AQD0369')","Wilayat al-Yemen, Province of Yemen",AQD0369
9662,"('GUP ""Vodokanal of St. Petersburg""', ('JUND AL-KHILAFAH IN TUNISIA (JAK-T)', 'AQD0376'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('JUND AL-KHILAFAH IN TUNISIA (JAK-T)', 'AQD0376')",JUND AL-KHILAFAH IN TUNISIA (JAK-T),AQD0376
9663,"('GUP ""Vodokanal of St. Petersburg""', ('ISIL-Tunisia', 'AQD0376'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('ISIL-Tunisia', 'AQD0376')",ISIL-Tunisia,AQD0376
9664,"('GUP ""Vodokanal of St. Petersburg""', ('Ajnad', 'AQD0376'))",19.0,"GUP ""Vodokanal of St. Petersburg""","('Ajnad', 'AQD0376')",Ajnad,AQD0376
9665,"('GUP ""Vodokanal of St. Petersburg""', ('Daesh Tunisia', 'AQD0376'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('Daesh Tunisia', 'AQD0376')",Daesh Tunisia,AQD0376
9666,"('GUP ""Vodokanal of St. Petersburg""', ('ISIL-Tunisia Province', 'AQD0376'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('ISIL-Tunisia Province', 'AQD0376')",ISIL-Tunisia Province,AQD0376
9667,"('GUP ""Vodokanal of St. Petersburg""', ('Jund al Khilafah', 'AQD0376'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Jund al Khilafah', 'AQD0376')",Jund al Khilafah,AQD0376
9668,"('GUP ""Vodokanal of St. Petersburg""', ('Jund al-Khilafa', 'AQD0376'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('Jund al-Khilafa', 'AQD0376')",Jund al-Khilafa,AQD0376
9669,"('GUP ""Vodokanal of St. Petersburg""', ('Jund al-Khilafah fi Tunis', 'AQD0376'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Jund al-Khilafah fi Tunis', 'AQD0376')",Jund al-Khilafah fi Tunis,AQD0376
9670,"('GUP ""Vodokanal of St. Petersburg""', ('Soldiers of the Caliphate', 'AQD0376'))",41.0,"GUP ""Vodokanal of St. Petersburg""","('Soldiers of the Caliphate', 'AQD0376')",Soldiers of the Caliphate,AQD0376
9671,"('GUP ""Vodokanal of St. Petersburg""', ('Soldiers of the Caliphate in Tunisia', 'AQD0376'))",37.0,"GUP ""Vodokanal of St. Petersburg""","('Soldiers of the Caliphate in Tunisia', 'AQD0376')",Soldiers of the Caliphate in Tunisia,AQD0376
9672,"('GUP ""Vodokanal of St. Petersburg""', ('Tala I Jund al-Khilafah', 'AQD0376'))",20.0,"GUP ""Vodokanal of St. Petersburg""","('Tala I Jund al-Khilafah', 'AQD0376')",Tala I Jund al-Khilafah,AQD0376
9673,"('GUP ""Vodokanal of St. Petersburg""', ('Vanguards of the Soldiers of the Caliphate', 'AQD0376'))",39.0,"GUP ""Vodokanal of St. Petersburg""","('Vanguards of the Soldiers of the Caliphate', 'AQD0376')",Vanguards of the Soldiers of the Caliphate,AQD0376
9674,"('GUP ""Vodokanal of St. Petersburg""', ('Khatiba al-Tawhid wal-Jihad (KTJ)', 'AQD0377'))",25.0,"GUP ""Vodokanal of St. Petersburg""","('Khatiba al-Tawhid wal-Jihad (KTJ)', 'AQD0377')",Khatiba al-Tawhid wal-Jihad (KTJ),AQD0377
9675,"('GUP ""Vodokanal of St. Petersburg""', (""Jama'at al-Tawhid wal-Jihad"", 'AQD0377'))",26.0,"GUP ""Vodokanal of St. Petersburg""","(""Jama'at al-Tawhid wal-Jihad"", 'AQD0377')",Jama'at al-Tawhid wal-Jihad,AQD0377
9676,"('GUP ""Vodokanal of St. Petersburg""', ('Jannat Oshiklari', 'AQD0377'))",33.0,"GUP ""Vodokanal of St. Petersburg""","('Jannat Oshiklari', 'AQD0377')",Jannat Oshiklari,AQD0377
9677,"('GUP ""Vodokanal of St. Petersburg""', ('140 Repair Plant', 'BEL0060'))",24.0,"GUP ""Vodokanal of St. Petersburg""","('140 Repair Plant', 'BEL0060')",140 Repair Plant,BEL0060
9678,"('GUP ""Vodokanal of St. Petersburg""', ('Beltechexport', 'BEL0062'))",26.0,"GUP ""Vodokanal of St. Petersburg""","('Beltechexport', 'BEL0062')",Beltechexport,BEL0062
9679,"('GUP ""Vodokanal of St. Petersburg""', ('Dana Holdings a.k.a Dana Astra', 'BEL0063'))",36.0,"GUP ""Vodokanal of St. Petersburg""","('Dana Holdings a.k.a Dana Astra', 'BEL0063')",Dana Holdings a.k.a Dana Astra,BEL0063
9680,"('GUP ""Vodokanal of St. Petersburg""', ('Main Economic Department of the Administrative Affairs Office of the President of the Republic of Belarus (GHU)', 'BEL0064'))",27.0,"GUP ""Vodokanal of St. Petersburg""","('Main Economic Department of the Administrative Affairs Office of the President of the Republic of Belarus (GHU)', 'BEL0064')",Main Economic Department of the Administrative Affairs Office of the President of the Republic of Belarus (GHU),BEL0064
9681,"('GUP ""Vodokanal of St. Petersburg""', ('JSC Synesis', 'BEL0065'))",18.0,"GUP ""Vodokanal of St. Petersburg""","('JSC Synesis', 'BEL0065')",JSC Synesis,BEL0065
9682,"('GUP ""Vodokanal of St. Petersburg""', ('MZKT (Minsk Wheel Tractor Plant)', 'BEL0066'))",21.0,"GUP ""Vodokanal of St. Petersburg""","('MZKT (Minsk Wheel Tractor Plant)', 'BEL0066')",MZKT (Minsk Wheel Tractor Plant),BEL0066
